OrderLineID,TransactionID,ProductID,Quantity,UnitPrice,Discount,LineTotal
"OL-4062"," TRN-10623 ","C301","3","55","0","165"
"OL-4063","TRN-10624","C303","","60","0","120"
"OL-4064","TRN-10624","C304","1","58","0","58"
"OL-4065","TRN-10624","P102","3","80","0","240"
"OL-4065","TRN-10624","P102","3","80","0","240"
"OL-4067","TRN-10625","P102","2","80","0.05","152"
"OL-4068","TRN-10625"," C301 ","2","55","0.05","104.5"
"OL-4069","TRN-10625","P201","1","70","0.05","66.5"
"OL-4070","TRN-10625","C304","2","58","0.05","110.2"
"OL-4071","TRN-10626","C304","3","58","0","174"
"OL-4072","TRN-10626","P101","2","85","0","170"
"OL-4073","TRN-10626","P202","","65","0","195"
"OL-4074","TRN-10626","P101","2","85","0","170"
"OL-4075","TRN-10627","P103","2","95","0.1","171"
"OL-4076","TRN-10627","P202","3","65","0.1","175.5"
"OL-4077"," TRN-10627 ","P202","1","65","0.1","58.5"
" OL-4078 ","TRN-10628","P201","3","70","0","210"
"OL-4079","TRN-10629","C302","2","50","0","100"
"OL-4080","TRN-10629","P102","3","80","0","240"
"OL-4081","TRN-10629","C303","3","60","0","180"
"OL-4082","TRN-10630","C304","3","58","0","174"
"OL-4083","TRN-10630","P202","2","65","0","130"
"OL-4083","TRN-10630","P202","2","65","0","130"
"OL-4085","TRN-10630","P203","","68","0","68"
"OL-4086","TRN-10631","C303","1","60","0.1","54"
"OL-4087","TRN-10632","P202","2","65","0","130"
"OL-4088","TRN-10632","P203","3","68","0","204"
"OL-4088","TRN-10632","P203","3","68","0","204"
"OL-4090","TRN-10633","P202","2","65","0","130"
"OL-4091","TRN-10633","C301","1","55","0","55"
"OL-4092","TRN-10634","P203","2","68","0.1","122.4"
"OL-4093","TRN-10634","C301","2","55","0.1","99"
"","TRN-10634","C304","2","58","0.1","104.4"
"OL-4095","TRN-10634","P201","1","70","0.1","63"
"OL-4096","TRN-10635","P202","3","65","0","195"
"OL-4097","TRN-10635","C303","1","60","0","60"
"OL-4098","TRN-10636","P203","2","68","0","136"
"OL-4099","TRN-10636","P202","2","65","0","130"
" OL-4100 ","TRN-10637","P102","2","80","0","160"
"OL-4101","TRN-10637","P202","1","65","0","65"
"OL-4102","TRN-10638","C303","2","60","0","120"
"OL-4103","TRN-10638","P102","3","80","0","240"
"OL-4104","TRN-10638","P201","2","70","0","140"
"OL-4105","TRN-10638","P103","2","95","0","190"
"OL-4106","TRN-10639","C303","3","60","0","180"
"OL-4107","TRN-10640","P201","1","70","","70"
"OL-4108","TRN-10641","C301","3","55","0","165"
"OL-4109","TRN-10641","P101","1","85","0",""
"OL-4110","TRN-10642","P101","3","85","0.05","242.25"
"OL-4111","TRN-10642","P201","1","70","0.05","66.5"
"OL-4112","TRN-10643","P102","3","80","0.05","228"
"OL-4113","TRN-10643"," C303 ","3","60","0.05","171"
"OL-4114","TRN-10643","C303","3","60","0.05","171"
"OL-4115","TRN-10644","P202","2","65","0","130"
"#N/A","TRN-10644","P202","1","65","0","65"
"OL-4117","TRN-10645","C304","3","58","0","174"
"OL-4118","TRN-10645","P101","2","85","0","170"
"OL-4119","TRN-10645","P103","1","95","0","95"
"OL-4120","TRN-10645","C301","1","55","0","55"
"OL-4121","TRN-10646","P202","2","65","","130"
"OL-4122","TRN-10646","C304","1","58","0",""
"OL-4123","TRN-10646","P102","2","80","0","160"
"OL-4124","","C303","1","60","0","60"
"OL-4125","TRN-10647","P201","1","70","0","70"
"OL-4126","TRN-10648","P203","1","68","0","68"
"","TRN-10648","C301","","55","0","165"
"OL-4128","TRN-10649","P201","2","","0","140"
"OL-4129","TRN-10649","P101","2","85","0","170"
"OL-4130","TRN-10649","P102","2","80","0","160"
"OL-4130","TRN-10649","P102","2","80","0","160"
"OL-4132","TRN-10651","P202","2","65","0.15","110.5"
" OL-4133 ","","P201","2","70","0.15","119"
"OL-4134","TRN-10651","C304","3","58","0.15","147.9"
"OL-4135","TRN-10651","C301","3","55","0.15","140.25"
"OL-4136","TRN-10652","P103","1","95","0","95"
"OL-4137","TRN-10652","P101","2","85","0","170"
"OL-4137","TRN-10652","P101","2","85","0","170"
"OL-4139","TRN-10653"," C304 ","2","58","0","116"
"OL-4140","TRN-10653","C304","1","58","0","58"
"OL-4141","TRN-10654","","","95","0","190"
"OL-4142","TRN-10654","P103","2","95","0","190"
"OL-4142","TRN-10654","P103","2","95","0","190"
"OL-4144","TRN-10655","C301","3","55","0.05","156.75"
"OL-4145","TRN-10656","C302","3","50","0","150"
"OL-4146","TRN-10656","P202","2","65","0","130"
"OL-4147","TRN-10656","P103","2","95","0","190"
"OL-4148","TRN-10657","C303","1","60","0","60"
"OL-4149","TRN-10657","P102","3","80","0","240"
"OL-4150","TRN-10657","P102","2","80","0","160"
"OL-4151","TRN-10658","P203","1","68","0.1","61.2"
"OL-4152","TRN-10659","P202","3","65","0","195"
"OL-4153","TRN-10659","P101","2","85","0","170"
"OL-4154","TRN-10659","C304","1","58","0","58"
"OL-4155","TRN-10660","P103","1","95","0","95"
"OL-4156","TRN-10660","P101","3","85","0","255"
"OL-4157","TRN-10661","C303","3","60","0.15","153"
"OL-4158","TRN-10661","P103","3","95","0.15","242.25"
"OL-4159","TRN-10661","C303","1","60","0.15","51"
"OL-4160","TRN-10662","P103","1","95","0","95"
"OL-4161","#N/A","P203","3","","0",""
"OL-4162","TRN-10663","C301","3","55","0","165"
"OL-4163","TRN-10663","C304","1","58","0","58"
"OL-4164","TRN-10664","P101","1","85","0","85"
"OL-4165","TRN-10664","P103","1","95","0","95"
"OL-4166","TRN-10664","C303","2","60","0","120"
"OL-4167","TRN-10664","C303","2","60","0",""
"","TRN-10665","C304","3","58","0.05","165.3"
" OL-4169 ","TRN-10665","P201","2","70","0.05","133"
"OL-4169","TRN-10665","P201","2","70","0.05","133"
"OL-4171","TRN-10666","C304","1","58","0","58"
"OL-4172","TRN-10667","C301","1","55","0","55"
"OL-4173","TRN-10667","P102","3","80","0","240"
"OL-4174","TRN-10667","C302","2","50","0","100"
"OL-4175","TRN-10668","P103","1","95","0","95"
"OL-4176","TRN-10668","C301","3","55","0","165"
" OL-4177 ","TRN-10669","P202","2","65","0","130"
"OL-4177","TRN-10669","P202","2","65","0","130"
"OL-4179","TRN-10669","P103","3","95","0","285"
"OL-4180","TRN-10669","P202","2","","0","130"
"OL-4181","","P203","2","68","0","136"
"OL-4182","TRN-10670","P203","2","68","0","136"
" OL-4183 ","TRN-10670","C304","3","58","0","174"
"OL-4184","TRN-10671","C301","3","55","0.05","156.75"
"OL-4185","TRN-10671","C303","3","60","0.05","171"
"OL-4186","TRN-10671","P201","2","70","0.05",""
"OL-4187"," TRN-10672 ","C303","1","60","0","60"
"OL-4188","TRN-10672","P202","3","65","0","195"
"OL-4189","TRN-10673","P102","1","80","0","80"
"OL-4189","TRN-10673","P102","1","80","0","80"
"OL-4191","TRN-10674","C303","2","60","0.1","108"
"OL-4192","TRN-10674"," C304 ","3","58","0.1","156.6"
" OL-4193 ","TRN-10675","P103","1","95","0","95"
"OL-4194","TRN-10675","","1","55","0","55"
"OL-4195","TRN-10675","P103","1","95","0","95"
"OL-4196","TRN-10676","C304","1","58","0","58"
"OL-4197"," TRN-10676 ","P101","1","85","0","85"
"OL-4198","TRN-10677","P103","1","95","0","95"
"OL-4199","TRN-10677","P101","1","85","0","85"
"OL-4200","TRN-10678","C302","3","50","0","150"
"OL-4201","TRN-10678","C303","3","60","0","180"
"OL-4202","TRN-10678","C302","3","50","0","150"
"OL-4202","TRN-10678","C302","3","50","0","150"
"OL-4204","TRN-10679","C302","2","50","0","100"
"OL-4205","TRN-10679","P202","1","65","0","65"
"OL-4206","TRN-10679","P202","3","65","0","195"
"OL-4207","TRN-10679","P201","3","70","0","210"
" OL-4208 ","TRN-10680","P202","3","65","0","195"
"#N/A","","P201","1","70","0","70"
"OL-4210","TRN-10681","P101","1","85","0","85"
"OL-4211","TRN-10682","C301","2","55","0.1","99"
"OL-4212","TRN-10682","","3","80","0.1","216"
"OL-4213","TRN-10682"," P103 ","2","95","0.1","171"
"OL-4214","TRN-10683","P202","1","65","0.15","55.25"
"OL-4215","TRN-10684","C302","3","50","0","150"
"OL-4216","TRN-10684","P201","3","70","0","210"
"OL-4217","TRN-10684","P102","3","80","0","240"
"OL-4218","TRN-10684","P103","1","95","0","95"
"OL-4219","TRN-10685","P102","2","80","0","160"
"OL-4220","TRN-10685","C301","1","55","0","55"
"OL-4221","TRN-10685","P103","1","95","0","95"
"OL-4222","TRN-10686","P103","2","95","0","190"
"OL-4223","","C302","2","50","0.1","90"
"OL-4224","TRN-10687","P103","1","95","0.1","85.5"
"OL-4225","TRN-10687","C301","1","55","0.1","49.5"
"OL-4226","TRN-10687","","","70","0.1","126"
"OL-4227"," TRN-10688 ","C302","2","","0","100"
"OL-4228","TRN-10688","P201","1","70","0","70"
"OL-4229","TRN-10689","P102","2","80","0","160"
"OL-4230","TRN-10689","P103","1","95","0",""
"OL-4231","TRN-10689","P202","3","65","0","195"
"OL-4232","TRN-10689","C301","1","55","0","55"
"OL-4233","TRN-10690","C303","2","60","0","120"
"OL-4234","","P101","1","85","0.05","80.75"
"OL-4235","TRN-10691","C303","2","60","0.05","114"
"OL-4236","TRN-10691","C301","","55","0.05",""
"OL-4237","TRN-10691","P202","1","65","0.05",""
"OL-4238","TRN-10692","P101","2","85","0.05","161.5"
"OL-4239","TRN-10693","C301","1","55","0.15","46.75"
"OL-4240","TRN-10693","P202","2","65","0.15","110.5"
"OL-4241","TRN-10693","","3","85","0.15","216.75"
"OL-4241","TRN-10693","P101","3","85","0.15","216.75"
"OL-4243","TRN-10694","P103","3","95","0","285"
"OL-4244","TRN-10694","C304","3","58","0","174"
" OL-4245 ","TRN-10694","P102","3","80","0","240"
"","TRN-10694","C303","3","60","0","180"
"OL-4247","TRN-10695","C301","1","55","0","55"
"OL-4248","TRN-10695","C303","1","60","","60"
"OL-4249","TRN-10695"," P102 ","2","80","0","160"
"OL-4250","TRN-10695"," P101 ","","85","0","85"
"OL-4251","TRN-10696"," P201 ","3","70","0","210"
"OL-4252","TRN-10697","P203","1","68","0","68"
"OL-4253","","P203","1","68","0","68"
"OL-4254","TRN-10698","P103","3","95","0","285"
"OL-4255","TRN-10698","C301","3","55","0","165"
"OL-4256","TRN-10698","P103","1","95","0","95"
"OL-4257","TRN-10698","C301","3","55","0","165"
"OL-4258","TRN-10699","P201","2","70","0","140"
"OL-4259","TRN-10699","P201","2","70","0","140"
"#N/A","TRN-10700","P201","3","70","0","210"
"OL-4261","TRN-10700"," P201 ","1","70","0","70"
"OL-4262","TRN-10700","P101","1","85","0","85"
"OL-4263","TRN-10701","C303","3","60","0","180"
"OL-4264","TRN-10701","P201","1","70","0","70"
"OL-4265"," TRN-10702 ","C304","3","58","0","174"
"OL-4265","TRN-10702","C304","3","58","0","174"
"OL-4267","TRN-10702","P202","3","65","0","195"
" OL-4268 ","TRN-10702","C302","1","50","0","50"
"OL-4269","TRN-10703","C302","3","50","0","150"
"OL-4270","TRN-10703","P203","1","68","0","68"
"OL-4271","TRN-10703","P101","3","85","0","255"
"OL-4272","TRN-10704","P202","2","65","0","130"
"OL-4272","TRN-10704","P202","2","65","0","130"
"OL-4274","","C302","3","50","0","150"
"OL-4275","TRN-10705","P203","1","68","0","68"
"OL-4276","TRN-10705","C304","2","58","0","116"
"OL-4277","TRN-10705","P101","1","85","0","85"
"OL-4278","TRN-10706","C302","1","50","0.15","42.5"
"OL-4279","TRN-10706","C302","2","50","0.15","85"
"OL-4280","TRN-10706","P103","3","95","0.15","242.25"
"OL-4281","","P102","3","80","0.15","204"
"OL-4282","TRN-10707","P101","3","85","0","255"
"OL-4283","TRN-10707","P103","2","95","0","190"
"OL-4284","TRN-10707","C304","2","58","0","116"
"OL-4285","TRN-10707","P203","1","68","0","68"
"OL-4286","TRN-10708","P202","3","65","0","195"
"","TRN-10709","#N/A","1","50","0","50"
"OL-4288","TRN-10710","P202","1","65","0","65"
" OL-4289 ","TRN-10710","C301","3","55","0","165"
"OL-4290","TRN-10710","P101","2","85","0","170"
"OL-4290","TRN-10710","P101","2","85","0","170"
"OL-4292","TRN-10711","C303","1","60","0","60"
"OL-4293","TRN-10711","C304","3","58","0","174"
"OL-4294","TRN-10711","C303","3","60","0","180"
"OL-4295","TRN-10712"," C301 ","3","55","0","165"
"OL-4296","TRN-10713","P103","1","95","0","95"
"OL-4297","TRN-10714","P102","1","80","0","80"
" OL-4298 ","TRN-10714","P203","2","68","0","136"
"OL-4299","TRN-10714","P201","2","70","0","140"
"OL-4300","","C303","","60","0.05","114"
"OL-4301","TRN-10715","C302","1","50","0.05","47.5"
"OL-4302","TRN-10716"," C301 ","2","55","0","110"
"OL-4302","TRN-10716","C301","2","55","0","110"
"OL-4304","TRN-10717","C302","2","50","0","100"
"OL-4305","","C302","3","50","0","150"
"OL-4305","TRN-10717","C302","3","50","0","150"
"OL-4307","TRN-10718","C304","1","58","0","58"
"OL-4308","TRN-10718","C302","2","50","0","100"
"OL-4309","TRN-10718","C301","3","55","0","165"
"OL-4310","TRN-10718","C303","1","60","0","60"
"OL-4311","TRN-10719","P102","1","80","0","80"
"OL-4312","TRN-10719","C304","1","58","","58"
"OL-4313","TRN-10720","P202","3","65","0","195"
"OL-4313","TRN-10720","P202","3","65","0","195"
"OL-4315","TRN-10720","C302","2","50","0","100"
"","TRN-10720","","3","50","0","150"
"OL-4317","TRN-10721"," C303 ","2","60","0","120"
"OL-4318","TRN-10721","","3","65","0","195"
"","#N/A","C302","1","50","0","50"
"OL-4320","TRN-10722","C301","3","55","0","165"
"OL-4321","TRN-10722","P101","3","85","0","255"
" OL-4322 ","TRN-10723","C301","3","55","0","165"
"OL-4323","TRN-10723","P201","2","70","0","140"
"OL-4324","TRN-10723","P101","3","85","0","255"
"OL-4325","TRN-10723","#N/A","3","95","0","285"
"OL-4326"," TRN-10724 ","P201","3","70","0.05","199.5"
"OL-4327","TRN-10724","#N/A","2","70","0.05","133"
"OL-4328","TRN-10725","C302","1","50","0.1","45"
"OL-4329","TRN-10726","C301","3","55","0.05","156.75"
"OL-4330","#N/A","P202","3","65","0.05","185.25"
"OL-4331","TRN-10726","P201","1","70","0.05","66.5"
"OL-4332","TRN-10727","C304","1","58","0","58"
"OL-4333","TRN-10727","P102","2","80","0","160"
"OL-4334","TRN-10728","P203","1","68","0","68"
"OL-4335","TRN-10728","C303","3","60","0","180"
"OL-4336","TRN-10728","C303","2","60","0","120"
"OL-4337","","C302","3","50","0",""
"OL-4338","TRN-10729","P202","3","65","0","195"
"OL-4339","TRN-10729"," P203 ","1","68","","68"
"OL-4340","TRN-10730","C303","2","60","0.1","108"
"OL-4341","TRN-10731","P202","3","65","0","195"
"OL-4342","TRN-10731","C304","2","","0","116"
" OL-4343 ","TRN-10731","C302","2","50","0","100"
"OL-4344","TRN-10732","P203","3","68","0","204"
"OL-4345","TRN-10732","C301","2","55","0","110"
"OL-4346","TRN-10733"," C301 ","","55","0.1","49.5"
"OL-4347","TRN-10733","P203","2","68","0.1","122.4"
"OL-4348","TRN-10734","P101","1","85","0","85"
"OL-4349","TRN-10734","P102","3","80","0","240"
"OL-4350","TRN-10734","C303","2","60","0","120"
"OL-4351","TRN-10735","C301","3","55","0","165"
"OL-4352","TRN-10736","P103","2","95","0.15","161.5"
"OL-4352","TRN-10736","P103","2","95","0.15","161.5"
"OL-4354","TRN-10736","C304","2","58","0.15","98.6"
"OL-4355","TRN-10737","P203","3","68","0.15","173.4"
"OL-4356","TRN-10738","C301","3","55","0.15","140.25"
"OL-4357","TRN-10739","C302","3","50","0","150"
"","TRN-10740","P102","1","80","0.1","72"
"OL-4359","TRN-10740","C302","3","50","0.1","135"
"OL-4360","TRN-10740"," P102 ","3","80","0.1","216"
"OL-4360","TRN-10740","P102","3","80","0.1","216"
"OL-4362","TRN-10741","C302","3","50","0.1","135"
"OL-4363","TRN-10741","C302","3","50","0.1","135"
"OL-4364","TRN-10741","P103","1","95","0.1","85.5"
"OL-4365","TRN-10742","P203","3","68","0","204"
"OL-4366","TRN-10742","P101","3","85","0","255"
"OL-4367","TRN-10743","P201","1","70","0","70"
"OL-4368","TRN-10743","P202","2","65","0","130"
"OL-4368","TRN-10743","P202","2","65","0","130"
"OL-4370","TRN-10744","P103","2","95","0","190"
"OL-4371","TRN-10745","C303","3","60","0","180"
"OL-4372","TRN-10745","C303","2","60","0","120"
"OL-4373","TRN-10745","C302","1","50","0","50"
"OL-4374","TRN-10745","C302","1","50","0","50"
"OL-4375","TRN-10746","P201","2","70","0.15","119"
"OL-4376","TRN-10746","P101","3","85","0.15","216.75"
"OL-4377","TRN-10747","P201","1","70","0","70"
"OL-4378","TRN-10748","P202","2","65","0","130"
"OL-4379","TRN-10749"," C304 ","3","58","0","174"
"OL-4379","TRN-10749","C304","3","58","0","174"
"OL-4381","TRN-10749","P201","2","70","0","140"
"OL-4382","TRN-10749","C301","2","55","0","110"
"OL-4383","TRN-10750","C302","2","50","0","100"
"OL-4384","TRN-10750","","2","80","0","160"
"","TRN-10751","C301","2","55","0.1","99"
"OL-4386","TRN-10751","P201","2","70","0.1","126"
"OL-4387","TRN-10751","C304","2","58","0.1","104.4"
"OL-4388","TRN-10751","P203","1","68","0.1","61.2"
" OL-4389 ","TRN-10752","C301","2","55","0",""
"OL-4390","TRN-10753","P103","2","95","0","190"
"OL-4391","TRN-10754","P201","2","70","0","140"
"OL-4392"," TRN-10754 ","P201","1","70","0","70"
"OL-4393","TRN-10755","P202","1","65","0.1","58.5"
"OL-4393","TRN-10755","P202","1","65","0.1","58.5"
"OL-4395","TRN-10756","P202","2","65","0","130"
"OL-4396","#N/A","P101","2","85","0.05","161.5"
"OL-4397","TRN-10757","C302","3","50","0.05","142.5"
"OL-4398","TRN-10757","C301","1","55","0.05","52.25"
"OL-4399","TRN-10757","P203","1","68","0.05","64.6"
"OL-4400","TRN-10758","P103","2","","0","190"
"OL-4401","TRN-10758","C301","1","55","0","55"
"OL-4402","TRN-10758","C301","2","55","0","110"
"OL-4403","TRN-10759","C301","2","55","0","110"
"OL-4404","TRN-10760","P202","2","65","0","130"
"OL-4405","TRN-10760","C303","3","60","0","180"
"OL-4406","TRN-10761","C301","2","55","0","110"
"OL-4407","TRN-10761","P201","3","70","0","210"
"OL-4408","TRN-10762","P103","3","95","0.05","270.75"
"OL-4409","TRN-10762","C301","","55","0.05","156.75"
"OL-4410","TRN-10762","P202","3","65","0.05","185.25"
"OL-4411","TRN-10762","P103","3","","0.05","270.75"
"OL-4412","TRN-10763","P101","2","85","0","170"
"OL-4413","TRN-10763","C303","1","60","0","60"
"OL-4414","","P202","2","65","0","130"
"OL-4415","TRN-10764","C304","2","58","0","116"
"OL-4416","TRN-10764","C301","2","55","0","110"
"OL-4417","TRN-10765","C303","2","60","0.05","114"
"OL-4418","TRN-10765","C301","1","","0.05","52.25"
"OL-4419","TRN-10766","P203","2","68","0","136"
"OL-4420","TRN-10767","P103","2","95","0","190"
"OL-4421","TRN-10767","C303","1","","","60"
"OL-4422","TRN-10768","P202","2","65","0","130"
" OL-4423 ","#N/A","","1","50","0","50"
"OL-4424","TRN-10770","P102","1","80","0.15","68"
"OL-4425","TRN-10771","C303","1","60","0.1","54"
"OL-4426","TRN-10771","P201","2","70","0.1","126"
"OL-4426","TRN-10771","P201","2","70","0.1","126"
"OL-4428","TRN-10771","","2","60","0.1","108"
"OL-4429","TRN-10772"," P103 ","1","95","0.05","90.25"
"OL-4430","TRN-10773"," P201 ","2","70","0","140"
"OL-4431","TRN-10773","","2","85","0","170"
"OL-4432","TRN-10773","P103","2","95","0","190"
"OL-4433","TRN-10774","C301","2","55","0","110"
"","TRN-10774","C301","2","55","0",""
"OL-4435","TRN-10774","P203","1","","0","68"
"OL-4436","TRN-10775","C303","3","60","0.05","171"
"OL-4437","TRN-10775","C302","2","50","0.05","95"
"OL-4438","TRN-10776","P103","1","95","0","95"
"OL-4439","TRN-10777","P102","2","80","0.05","152"
"OL-4440","TRN-10777","P203","1","68","0.05","64.6"
"OL-4441"," TRN-10778 ","P203","2","68","0.15","115.6"
"OL-4442","TRN-10778"," P202 ","2","65","0.15","110.5"
"OL-4443","TRN-10779","P202","3","65","0","195"
" OL-4444 ","TRN-10779","P101","2","85","0","170"
"OL-4444","TRN-10779","P101","2","85","0","170"
"OL-4446","TRN-10779","P101","1","85","0","85"
"OL-4447","TRN-10780","C301","1","55","0","55"
"OL-4448","TRN-10780","C301","3","55","0","165"
"OL-4449","TRN-10781","P201","3","70","0","210"
"OL-4450","TRN-10782","C303","1","60","0",""
"OL-4451","TRN-10782","C304","2","58","0","116"
"OL-4452","TRN-10782","P103","1","95","0","95"
"OL-4453","TRN-10782","P102","1","80","0","80"
"OL-4454","TRN-10783","P203","3","68","0","204"
"OL-4455","TRN-10783","P102","2","80","0","160"
"OL-4456","TRN-10783","P103","2","95","0","190"
"OL-4457","TRN-10784","C301","3","55","0","165"
"OL-4457","TRN-10784","C301","3","55","0","165"
"OL-4459","TRN-10784"," C304 ","2","58","0","116"
"OL-4460","TRN-10785"," P101 ","1","85","0","85"
"OL-4461"," TRN-10785 ","P101","2","","0","170"
"OL-4462","TRN-10785","P102","2","80","0","160"
"OL-4463","TRN-10785","","3","50","","150"
"OL-4464","TRN-10786","P101","3","85","0","255"
"OL-4465","TRN-10786","P102","2","80","0","160"
"OL-4466","TRN-10786","P203","3","68","0","204"
"OL-4467","TRN-10786","P203","2","68","0","136"
"OL-4468","TRN-10787","P203","1","68","0.05","64.6"
"OL-4469"," TRN-10787 ","C301","1","55","0.05","52.25"
"","TRN-10787","P103","1","95","0.05","90.25"
"OL-4471","TRN-10788","P102","2","80","0","160"
"OL-4472","TRN-10788","P103","1","95","0","95"
"OL-4473","TRN-10788","P203","1","68","0","68"
"OL-4474","TRN-10789","P201","3","","0.1","189"
"OL-4475","TRN-10789","C303","3","60","0.1","162"
"OL-4476","TRN-10789","C301","1","55","0.1","49.5"
"OL-4477","TRN-10789","P203","1","68","0.1",""
"#N/A","TRN-10790","C304","3","58","0.1","156.6"
"OL-4479","TRN-10790","C304","3","58","0.1","156.6"
"OL-4480","TRN-10791","C302","3","","0","150"
"OL-4481","TRN-10791","C303","2","60","0","120"
"OL-4482","TRN-10791","P101","3","85","0","255"
"OL-4483","TRN-10792","","3","85","0","255"
"OL-4484","TRN-10792","C303","1","60","0","60"
"OL-4485","TRN-10792","P202","2","65","","130"
"OL-4486","TRN-10793","P101","3","85","0","255"
"OL-4486","TRN-10793","P101","3","85","0","255"
"OL-4488"," TRN-10793 ","P202","3","65","0","195"
"OL-4489","#N/A","P103","","95","0","190"
"OL-4490","TRN-10794","P201","2","70","0","140"
"OL-4491","TRN-10794","C303","2","60","0","120"
"OL-4492","TRN-10795","C302","1","50","0.1","45"
"OL-4493","TRN-10795","C301","3","55","0.1","148.5"
"OL-4494","TRN-10796","C302","1","50","0","50"
"OL-4495","TRN-10796","P101","1","85","0","85"
"OL-4496","TRN-10797","C303","2","60","0","120"
"OL-4497","TRN-10797","P101","2","85","0","170"
"OL-4498","TRN-10798","C302","3","50","0.15","127.5"
"OL-4499","TRN-10798","P201","2","70","0.15","119"
"OL-4500","TRN-10798","P101","3","85","0.15","216.75"
"OL-4501","TRN-10799","P101","2","85","0.15","144.5"
"OL-4502","TRN-10799","P202","3","65","0.15","165.75"
"OL-4503","TRN-10799","P103","","95","0.15","242.25"
"OL-4504","TRN-10800","C304","3","58","0.1","156.6"
"OL-4505"," TRN-10800 ","C301","3","55","0.1",""
"OL-4506"," TRN-10800 ","P203","1","68","0.1","61.2"
"OL-4507","TRN-10801","P203","1","68","0","68"
"OL-4508","TRN-10802","P101","2","85","0.15","144.5"
"OL-4509","","","3","68","0.15","173.4"
"OL-4510","TRN-10802","C301","2","55","0.15","93.5"
"OL-4511","TRN-10803","C302","1","50","0","50"
"OL-4512","TRN-10803","C302","2","50","0",""
" OL-4513 ","TRN-10803","P202","1","65","0","65"
"OL-4514","TRN-10803","P103","1","95","0","95"
"OL-4515","TRN-10804","C304","2","58","0.05","110.2"
"OL-4516"," TRN-10804 ","P102","1","80","0.05","76"
"OL-4517","TRN-10804","P202","1","65","0.05","61.75"
"OL-4518","","C304","3","58","0.05","165.3"
"OL-4519","TRN-10805"," P102 ","3","80","0.1","216"
"OL-4519","TRN-10805","P102","3","80","0.1","216"
"OL-4521","TRN-10805","C303","1","60","0.1","54"
"OL-4522","TRN-10806","C302","2","50","0","100"
"OL-4523"," TRN-10807 ","C301","1","55","0.1","49.5"
" OL-4524 ","","P101","1","85","0.1","76.5"
"OL-4525","TRN-10807","C303","2","60","0.1","108"
"OL-4526","TRN-10808","P102","1","80","0","80"
"OL-4527","TRN-10808","P101","2","85","0","170"
"OL-4528","TRN-10808","#N/A","3","60","0","180"
"OL-4529","TRN-10809","P203","","68","0","136"
"OL-4530","TRN-10809","C304","3","58","0","174"
"OL-4531","TRN-10809","C302","3","50","0","150"
"OL-4532","TRN-10810","P103","3","95","0","285"
"OL-4533","TRN-10811","P202","3","65","0","195"
"OL-4533","TRN-10811","P202","3","65","0","195"
"OL-4535","TRN-10812","C304","2","58","0","116"
"OL-4536","TRN-10812","P103","3","","0","285"
"","TRN-10813","P103","3","95","0","285"
"OL-4538","TRN-10813","P201","3","70","0","210"
" OL-4539 ","TRN-10814","P201","1","","0","70"
"OL-4540","TRN-10815","C301","2","55","0.15","93.5"
"OL-4541","TRN-10815","C301","","55","0.15","140.25"
"OL-4542","TRN-10816","P203","2","68","0","136"
"OL-4543","TRN-10816","P203","3","68","0","204"
"OL-4544","TRN-10817","P203","1","68","0.15","57.8"
"OL-4545"," TRN-10817 ","C302","3","50","0.15","127.5"
"OL-4546","TRN-10817","C302","3","50","0.15","127.5"
"OL-4547","#N/A","P201","2","70","0.15","119"
"OL-4548","TRN-10818","C303","3","60","0","180"
"OL-4549","TRN-10818","P202","3","65","0","195"
"OL-4550","TRN-10818","P203","1","68","0","68"
"OL-4551","TRN-10818","P103","1","95","0","95"
"OL-4552","TRN-10819","P202","1","65","0","65"
"OL-4553","TRN-10819","C301","2","55","0","110"
"OL-4554","TRN-10819","P101","1","85","0","85"
"OL-4555","TRN-10819","P103","2","","0","190"
"OL-4556","TRN-10820","C302","2","50","0","100"
"OL-4557","TRN-10820","C303","3","60","0","180"
"OL-4558","TRN-10820","P101","1","85","0","85"
"OL-4559","TRN-10821","C301","2","55","0","110"
"OL-4560","TRN-10821","C301","1","55","0","55"
" OL-4561 ","TRN-10821","P102","1","80","0","80"
"OL-4562","TRN-10822","P202","2","","0.1","117"
"OL-4563","TRN-10822","P101","3","","0.1","229.5"
"OL-4564","TRN-10822","P102","3","80","0.1","216"
"OL-4565","","P101","","85","0.1","153"
"OL-4566","TRN-10823","P201","3","70","0","210"
"OL-4567","TRN-10823","P103","3","95","0","285"
"OL-4568","TRN-10823","P103","3","95","0","285"
"OL-4569","TRN-10823","P101","3","85","","255"
"OL-4570","TRN-10824","C302","1","50","0.15","42.5"
"OL-4571","TRN-10824","P203","2","68","0.15","115.6"
"OL-4572","TRN-10825","C301","1","55","0.1","49.5"
"OL-4573","TRN-10825","C301","1","55","0.1","49.5"
"OL-4573","TRN-10825","C301","1","55","0.1","49.5"
"OL-4575","TRN-10826","P202","3","65","0","195"
"OL-4576","TRN-10826","P102","1","80","0","80"
"OL-4577","TRN-10826","C302","3","50","0","150"
"OL-4578","TRN-10826","C304","2","58","0","116"
"OL-4579","TRN-10827","P102","2","80","0.05","152"
"OL-4580","TRN-10827","P201","2","70","0.05","133"
"OL-4581","TRN-10827","C302","","50","0.05","142.5"
"OL-4582","TRN-10827","C303","3","60","0.05","171"
